Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:25:50 ,0.001
-63.3278675422668,-63.3476108093262,,
-63.3281390571594,-63.3471561050415,,
-63.3248075141907,-63.3449423446655,,
-63.3256703186035,-63.344663433075,,
-63.3288350524902,-63.3478169898987,,
-63.3250715103149,-63.3447724876404,,
-63.3252371635437,-63.3472155570984,,
-63.3300606536865,-63.349149848938,,
-63.3296527557373,-63.3515744132996,,
-63.3293762130737,-63.3503075256348,,
-63.3244536437988,-63.3479700813293,,
-63.3298801307678,-63.3528366737366,,
-63.3301209907532,-63.3531353378296,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:30:17,0.128
-63.3383453979492,-63.3567386627197,,
-63.3356240081787,-63.3588395309448,,
-63.3352925796509,-63.3542665061951,,
-63.3312093582153,-63.3509427871704,,
-63.3321651382446,-63.3553858566284,,
-63.332915184021,-63.3539969596863,,
-63.3351417388916,-63.3567747192383,,
-63.3346304473877,-63.3552508392334,,
-63.3300388336182,-63.3508873672485,,
-63.327752620697,-63.3516517028809,,
-63.3301437416077,-63.3535176963806,,
-63.3325431747437,-63.3556716957092,,
-63.3325172653198,-63.3524229125977,,
-63.332206867218,-63.3564582824707,,
-63.3340480537415,-63.3573403015137,,
-63.3357765464783,-63.3562684745789,,
-63.3308651199341,-63.3544410362244,,
-63.3288305854797,-63.3501354103088,,
-63.3296618843079,-63.3498298950195,,
-63.3322542076111,-63.3530799331665,,
-63.3330243721008,-63.3539141120911,,
-63.331118270874,-63.3517950744629,,
-63.3317021636963,-63.3481302642822,,
-63.3281503753662,-63.3501543769836,,
-63.3292150764465,-63.3483482513428,,
-63.3290631523132,-63.3504235343933,,
-63.3251739082336,-63.3503745422363,,
-63.3271037025452,-63.3495186882019,,
-63.3316924476624,-63.3474411697388,,
-63.3271422271729,-63.3486132469177,,
-63.3240585441589,-63.346433757782,,
-63.3235697364807,-63.3465149726868,,
-63.3269940452576,-63.3470115432739,,
-63.3263499526978,-63.3479290733337,,
-63.3285038223267,-63.3484394416809,,
-63.3248801956177,-63.3450241241455,,
-63.3218167304993,-63.3417916030884,,
-63.3244322166443,-63.3459539756775,,
-63.3228093414307,-63.3447325325012,,
-63.3244818000794,-63.3449482650757,,
-63.3227812461853,-63.3466085548401,,
-63.3221353607178,-63.3438383636475,,
-63.3223069229126,-63.3431244430542,,
-63.3228694572449,-63.3434069900513,,
-63.3179972457886,-63.3414275779724,,
-63.3201550445557,-63.3429200897217,,
-63.3217228698731,-63.3444267959595,,
-63.3224062461853,-63.3407201766968,,
-63.317703453064,-63.3380284156799,,
-63.3213731765747,-63.3463835144043,,
-63.3251997795105,-63.3460696411133,,
-63.3242480926514,-63.3471198806763,,
-63.3270550689697,-63.3426307220459,,
-63.3213450698853,-63.3399860687256,,
-63.319548248291,-63.343623374939,,
-63.3226752853394,-63.3450686988831,,
-63.3249023933411,-63.3409722137451,,
-63.3228737754822,-63.3430841064453,,
-63.3201557388306,-63.3435066070557,,
-63.3185394515991,-63.3433862571716,,
-63.3216051292419,-63.3437455406189,,
-63.3249455490112,-63.3457495269775,,
-63.3229166221619,-63.345973400116,,
-63.3220722465515,-63.3431152114868,,
-63.323161315918,-63.3408554496765,,
-63.3243768424988,-63.3458969039917,,
-63.3231872520447,-63.3435840377808,,
-63.3229140052795,-63.3441137123108,,
-63.3249537658691,-63.3461545715332,,
-63.3257801780701,-63.3488683166504,,
-63.3254461479187,-63.349389087677,,
-63.3263177452087,-63.3481140403748,,
-63.3285950660706,-63.3494110946655,,
-63.3267690010071,-63.3500675315857,,
-63.3275572547913,-63.3487910270691,,
-63.3267943191528,-63.3490439605713,,
-63.329276638031,-63.350423286438,,
-63.3267946434021,-63.3485128173828,,
-63.3259562416077,-63.3462896080017,,
-63.3257139434814,-63.3465790481567,,
-63.3278995704651,-63.3510051078796,,
-63.3288244056702,-63.3514007987976,,
-63.327358001709,-63.3497461509705,,
-63.3255336494446,-63.3479139328003,,
-63.327860370636,-63.345934135437,,
-63.3260219573975,-63.3509296188355,,
-63.3294824905396,-63.349733253479,,
-63.3299127311707,-63.3482001457214,,
-63.3293815116882,-63.3499515686035,,
-63.3273918151856,-63.3502436637878,,
-63.3271708374023,-63.3495248451233,,
-63.3260501594544,-63.3508890419006,,
-63.3303774871826,-63.3489629707336,,
-63.3273992080689,-63.3479668731689,,
-63.3277405204773,-63.3502771911621,,
-63.3284426422119,-63.3488126945496,,
-63.3297151947021,-63.350178352356,,
-63.3286579551697,-63.3497768058777,,
-63.3289162368774,-63.3503388214111,,
-63.3282598075867,-63.3530706977844,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:31:13,0.256
-63.3371150779724,-63.3569649047852,,
-63.3357488594055,-63.3568671226501,,
-63.3346968269348,-63.3557239685059,,
-63.333704372406,-63.3537655258179,,
-63.3343573875427,-63.359361415863,,
-63.338802280426,-63.3595207672119,,
-63.3377408561707,-63.357407749176,,
-63.3396117782593,-63.3604015464783,,
-63.3380641555786,-63.3605667076111,,
-63.3431362838745,-63.363033493042,,
-63.3426299438477,-63.3624409408569,,
-63.3401639938354,-63.3600142402649,,
-63.3417080764771,-63.3625735473633,,
-63.3442466468811,-63.3652404747009,,
-63.3435490341187,-63.3633760757446,,
-63.3396918907166,-63.3647382049561,,
-63.3455287475586,-63.3691926651001,,
-63.3452920799255,-63.3664795875549,,
-63.3440394363403,-63.3629093017578,,
-63.3446369018555,-63.365043384552,,
-63.3447428359985,-63.3674454307556,,
-63.3455667304993,-63.3700051460266,,
-63.3475588264465,-63.3683905067444,,
-63.3480807075501,-63.3687162017822,,
-63.3465780830383,-63.3677260398865,,
-63.3459207458496,-63.368806930542,,
-63.3474663200378,-63.3686294364929,,
-63.3500050849915,-63.3699818649292,,
-63.3492484741211,-63.3690995101929,,
-63.3488546791077,-63.3695642738342,,
-63.3470613098145,-63.3690886611939,,
-63.347267074585,-63.3703692626953,,
-63.3498830986023,-63.3719144210815,,
-63.3507836723328,-63.3705937004089,,
-63.3493305282593,-63.3698117103577,,
-63.3513368225098,-63.3737845306397,,
-63.3524567108154,-63.3738582763672,,
-63.3552302703857,-63.3763676643372,,
-63.3534538230896,-63.3740741844177,,
-63.3517952270508,-63.3734306488037,,
-63.3540891914368,-63.3770139350891,,
-63.3527579231262,-63.3729627723694,,
-63.3518879470825,-63.3725985183716,,
-63.3527983398438,-63.3752876815796,,
-63.354846244812,-63.3765719795227,,
-63.3562427330017,-63.3749177322388,,
-63.3540827865601,-63.3730489387512,,
-63.3549909362793,-63.3778032684326,,
-63.3558506660461,-63.377394241333,,
-63.3582569923401,-63.3772850532532,,
-63.3571174087524,-63.3795776939392,,
-63.358964969635,-63.3808885383606,,
-63.3583105621338,-63.3791258163452,,
-63.3589754447937,-63.3797560043335,,
-63.3619876480103,-63.3816891441345,,
-63.3601120300293,-63.3812254524231,,
-63.3601425857544,-63.3817661743164,,
-63.3610998382568,-63.3806599731445,,
-63.3623922348022,-63.3814600830078,,
-63.3602597198486,-63.3801920166016,,
-63.3618226699829,-63.3822081871033,,
-63.3640212860107,-63.3838213119507,,
-63.3638060112,-63.38392760849,,
-63.3633373298645,-63.3821559638977,,
-63.3643333930969,-63.3859011917114,,
-63.3666594810486,-63.3858980445862,,
-63.3649009857178,-63.3836904983521,,
-63.3661284370422,-63.3862126426697,,
-63.367273601532,-63.3886918716431,,
-63.367619884491,-63.3875979728699,,
-63.3680619087219,-63.388725566864,,
-63.3699926948547,-63.3895437088013,,
-63.3710897407532,-63.3899935722351,,
-63.3685074005127,-63.389437046051,,
-63.3681539649963,-63.3866291503906,,
-63.3666515960693,-63.3899648017883,,
-63.3737646865845,-63.3929237098694,,
-63.3707601470947,-63.3865275917053,,
-63.3675775718689,-63.3927198677063,,
-63.3757030487061,-63.3944329071045,,
-63.3730752677918,-63.3886558685303,,
-63.3687156600952,-63.3924670791626,,
-63.3772573242188,-63.3948643875122,,
-63.3770854415894,-63.3938307571411,,
-63.3712057762146,-63.3921361503601,,
-63.3720292053223,-63.3951942024231,,
-63.3730401268005,-63.3907743301392,,
-63.371668094635,-63.3914973373413,,
-63.3701092948914,-63.3929371109009,,
-63.3757419929504,-63.3930854492188,,
-63.3743856811524,-63.3953699951172,,
-63.3744593582153,-63.3936601486206,,
-63.3738609733582,-63.3956543045044,,
-63.3741830368042,-63.3983600616455,,
-63.3776375579834,-63.3952143363953,,
-63.3745858154297,-63.3954288978577,,
-63.3766117172241,-63.3977212600708,,
-63.3788804168701,-63.3983494491577,,
-63.3777260322571,-63.3982850341797,,
-63.379643787384,-63.4020282554626,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:32:39,0.512
-63.3875969238281,-63.4025757064819,,
-63.3844217453003,-63.4005273284912,,
-63.3804411010742,-63.4041320457459,,
-63.3816424102783,-63.399901309967,,
-63.3817047767639,-63.4013808555603,,
-63.3801016845703,-63.3984727859497,,
-63.38163073349,-63.4011450271606,,
-63.3848770523071,-63.4027399520874,,
-63.3795125236511,-63.4034244842529,,
-63.3840982208252,-63.4044000282288,,
-63.3820151062012,-63.4016766052246,,
-63.3807392349243,-63.4013517875671,,
-63.3787433700562,-63.3960298118591,,
-63.380345489502,-63.4041438064575,,
-63.3764463272095,-63.3978787231445,,
-63.3798494377136,-63.4012242012024,,
-63.3773103027344,-63.3996196289063,,
-63.3825685348511,-63.3998711662293,,
-63.3797720298767,-63.4047660102844,,
-63.3862096748352,-63.4026079177856,,
-63.3830481147766,-63.4058972511292,,
-63.3869336776733,-63.401976234436,,
-63.3826936035156,-63.4051773376465,,
-63.3821337776184,-63.4021269569397,,
-63.3803649253845,-63.3992943458557,,
-63.3809021072388,-63.4002786827087,,
-63.3810752449036,-63.4032038154602,,
-63.3813396911621,-63.4010783843994,,
-63.383752407074,-63.4024007873535,,
-63.3800029792786,-63.4016487350464,,
-63.3825835342407,-63.4013962593079,,
-63.3786738052368,-63.4023272895813,,
-63.3826172828674,-63.4007982254028,,
-63.3833532752991,-63.4040882453919,,
-63.3794272766113,-63.399718788147,,
-63.3831766319275,-63.4042878799439,,
-63.3806504096985,-63.4020845146179,,
-63.3833299179077,-63.3996490325928,,
-63.3829067993164,-63.4030638046265,,
-63.3817868080139,-63.400326587677,,
-63.3820153045654,-63.3993746070862,,
-63.3806135292053,-63.4018647956848,,
-63.3824191741943,-63.4023572845459,,
-63.3818823204041,-63.4009500846863,,
-63.3802207756043,-63.4010363883972,,
-63.3818002586365,-63.4013066101074,,
-63.3800566902161,-63.3994289398193,,
-63.378623664856,-63.3973311729431,,
-63.3760957984924,-63.397384765625,,
-63.3775805053711,-63.3957016448975,,
-63.3754420356751,-63.3912828025818,,
-63.3738697128296,-63.3927107048035,,
-63.371516418457,-63.3909092140198,,
-63.3740368728638,-63.3917800941467,,
-63.3699108772278,-63.3937412490845,,
-63.3743883514404,-63.3944839553833,,
-63.3762638778687,-63.3961315040588,,
-63.3736789550781,-63.3947905197144,,
-63.3724191055298,-63.3952719306946,,
-63.3731513366699,-63.3946599578857,,
-63.3746042404175,-63.3954395675659,,
-63.3762965812683,-63.3950983657837,,
-63.3753811531067,-63.3939566268921,,
-63.3734078407288,-63.3936955986023,,
-63.3727881126404,-63.3926961479187,,
-63.3707058296204,-63.3923462486267,,
-63.3733121032715,-63.3939553718567,,
-63.3708146743774,-63.392450466156,,
-63.3736194229126,-63.3961028251648,,
-63.374376953125,-63.3955122451782,,
-63.3737819709778,-63.3933342857361,,
-63.3739812469482,-63.3946947898865,,
-63.3740911331177,-63.3954105491638,,
-63.3759117050171,-63.3958861274719,,
-63.372849647522,-63.3954993629456,,
-63.375023399353,-63.392621761322,,
-63.3736046257019,-63.3958095703125,,
-63.3727399559021,-63.3927593574524,,
-63.375961265564,-63.3947047119141,,
-63.3740049743652,-63.3942550468445,,
-63.3745711174011,-63.3940394134522,,
-63.373114654541,-63.3914261817932,,
-63.3698807144165,-63.3899793968201,,
-63.3716525421143,-63.3895932807922,,
-63.369606880188,-63.3901819992065,,
-63.3686827201843,-63.3886631851196,,
-63.3670029449463,-63.3854464035034,,
-63.3647608184814,-63.3825392799377,,
-63.3617863235474,-63.3863321228027,,
-63.3644091529846,-63.3832413291931,,
-63.3651763763428,-63.3866242523193,,
-63.3667821807861,-63.3855702667236,,
-63.3645875930786,-63.3854691619873,,
-63.3580411262512,-63.3818749580383,,
-63.3624099960327,-63.3801992797852,,
-63.3644795303345,-63.3854938163757,,
-63.3635508117676,-63.3838120918274,,
-63.3644772605896,-63.3842901649475,,
-63.3620449333191,-63.3834806671143,,
-63.3672191886902,-63.3853571662903,,
